Name,Rank,Year,Surface,Aces,FirstServe,SecondServePointsWon,BreakPointsSaved,FirstServeReturnPointsWon,SecondServeReturnPointsWon,BreakPointsConverted,Titles
Fernando Verdasco,34,2002,Clay,5,72,33,56,36,48,41,0
Fernando Verdasco,34,2002,Grass,0,0,0,0,0,0,0,0
Fernando Verdasco,34,2002,Hard,0,0,0,0,0,0,0,0
Julien Benneteau,35,0,All,2369,65,49,58,29,50,40,0
Julien Benneteau,35,0,Clay,370,66,47,57,32,50,41,0
Julien Benneteau,35,0,Grass,424,67,50,59,27,49,38,0
Julien Benneteau,35,0,Hard,1419,64,49,58,29,50,41,0
Julien Benneteau,35,2013,All,301,64,50,56,30,50,40,0
Julien Benneteau,35,2013,Clay,35,70,44,45,29,45,39,0
Julien Benneteau,35,2013,Grass,46,63,56,67,25,48,36,0
Julien Benneteau,35,2013,Hard,220,63,51,58,32,52,41,0
Julien Benneteau,35,2012,All,334,65,49,62,30,51,42,0
Julien Benneteau,35,2012,Clay,28,71,45,61,33,49,38,0
Julien Benneteau,35,2012,Grass,73,67,50,64,25,52,37,0
Julien Benneteau,35,2012,Hard,233,64,49,62,30,51,44,0
Julien Benneteau,35,2011,All,245,64,49,60,28,49,41,0
Julien Benneteau,35,2011,Clay,51,65,45,63,31,48,39,0
Julien Benneteau,35,2011,Grass,61,71,49,51,26,48,35,0
Julien Benneteau,35,2011,Hard,133,62,52,59,27,50,44,0
Julien Benneteau,35,2010,All,302,66,48,59,27,52,41,0
Julien Benneteau,35,2010,Clay,24,67,48,55,28,54,38,0
Julien Benneteau,35,2010,Grass,103,65,46,60,28,52,44,0
Julien Benneteau,35,2010,Hard,175,66,49,60,27,51,40,0
Julien Benneteau,35,2009,All,302,66,48,59,29,50,40,0
Julien Benneteau,35,2009,Clay,83,68,45,58,34,51,44,0
Julien Benneteau,35,2009,Grass,21,67,54,58,26,45,32,0
Julien Benneteau,35,2009,Hard,198,65,49,59,27,50,39,0
Julien Benneteau,35,2008,All,181,64,51,59,30,51,38,0
Julien Benneteau,35,2008,Clay,41,66,56,56,34,52,46,0
Julien Benneteau,35,2008,Grass,16,65,49,57,22,51,42,0
Julien Benneteau,35,2008,Hard,84,62,48,61,27,49,33,0
Julien Benneteau,35,2007,All,217,65,50,57,30,49,38,0
Julien Benneteau,35,2007,Clay,29,65,49,60,33,48,38,0
Julien Benneteau,35,2007,Grass,30,64,57,59,27,50,30,0
Julien Benneteau,35,2007,Hard,129,64,50,54,29,51,40,0
Julien Benneteau,35,2006,All,247,68,48,60,32,48,39,0
Julien Benneteau,35,2006,Clay,33,69,52,52,33,48,37,0
Julien Benneteau,35,2006,Grass,29,69,40,56,32,47,46,0
Julien Benneteau,35,2006,Hard,149,67,47,62,32,46,40,0
Julien Benneteau,35,2005,All,86,64,42,56,26,50,42,0
Julien Benneteau,35,2005,Clay,16,61,42,59,30,49,39,0
Julien Benneteau,35,2005,Grass,27,66,45,57,25,47,36,0
Julien Benneteau,35,2005,Hard,28,65,41,51,26,50,51,0
Julien Benneteau,35,2004,All,114,63,48,57,28,52,43,0
Julien Benneteau,35,2004,Clay,27,63,48,52,32,54,49,0
Julien Benneteau,35,2004,Grass,18,69,51,60,32,48,34,0
Julien Benneteau,35,2004,Hard,45,61,47,58,24,50,41,0
Julien Benneteau,35,2003,All,27,64,48,46,35,50,32,0
Julien Benneteau,35,2003,Clay,2,60,53,56,44,55,35,0
Julien Benneteau,35,2003,Grass,0,0,0,0,0,0,0,0
Julien Benneteau,35,2003,Hard,25,66,45,39,32,48,31,0
Julien Benneteau,35,2002,All,5,54,38,68,26,44,8,0
Julien Benneteau,35,2002,Clay,1,55,32,53,31,37,11,0
Julien Benneteau,35,2002,Grass,0,0,0,0,0,0,0,0
Julien Benneteau,35,2002,Hard,0,0,0,0,0,0,0,0
Julien Benneteau,35,2001,All,8,54,39,60,31,60,50,0
Julien Benneteau,35,2001,Clay,0,0,0,0,0,0,0,0
Julien Benneteau,35,2001,Grass,0,0,0,0,0,0,0,0
Julien Benneteau,35,2001,Hard,0,0,0,0,0,0,0,0
Ivan Dodig,36,0,All,1306,58,50,60,29,49,42,1
Ivan Dodig,36,0,Clay,176,58,46,55,31,47,43,0
Ivan Dodig,36,0,Grass,281,63,54,65,26,47,38,0
Ivan Dodig,36,0,Hard,849,57,50,61,28,50,43,1
Ivan Dodig,36,2013,All,472,60,52,63,29,49,44,0
Ivan Dodig,36,2013,Clay,66,61,50,57,33,44,45,0
Ivan Dodig,36,2013,Grass,118,64,55,71,28,45,39,0
Ivan Dodig,36,2013,Hard,288,59,51,63,28,52,45,0
Ivan Dodig,36,2012,All,318,57,47,59,29,49,38,0
Ivan Dodig,36,2012,Clay,55,56,44,54,28,51,44,0
Ivan Dodig,36,2012,Grass,73,61,53,61,23,46,27,0
Ivan Dodig,36,2012,Hard,190,56,46,61,31,50,38,0
Ivan Dodig,36,2011,All,372,59,49,60,28,48,40,1
Ivan Dodig,36,2011,Clay,44,60,45,56,31,47,40,0
Ivan Dodig,36,2011,Grass,64,66,49,60,27,51,40,0
Ivan Dodig,36,2011,Hard,264,56,50,61,27,48,41,1
Ivan Dodig,36,2010,All,121,58,51,58,31,48,47,0
Ivan Dodig,36,2010,Clay,7,52,46,43,41,47,38,0
Ivan Dodig,36,2010,Grass,26,59,60,64,25,45,50,0
Ivan Dodig,36,2010,Hard,88,58,50,60,30,49,49,0
Ivan Dodig,36,2009,All,22,53,50,52,29,49,50,0
Ivan Dodig,36,2009,Clay,4,47,31,50,22,53,100,0
Ivan Dodig,36,2009,Grass,0,0,0,0,0,0,0,0
Ivan Dodig,36,2009,Hard,18,54,57,55,31,48,45,0
Ivan Dodig,36,2008,All,1,57,35,40,20,29,0,0
Ivan Dodig,36,2008,Clay,0,0,0,0,0,0,0,0
Ivan Dodig,36,2008,Grass,0,0,0,0,0,0,0,0
Ivan Dodig,36,2008,Hard,1,57,35,40,20,29,0,0
Sam Querrey,37,0,All,4204,59,50,62,27,47,38,7
Sam Querrey,37,0,Clay,478,58,49,60,29,46,37,1
Sam Querrey,37,0,Grass,718,63,51,68,26,48,32,1
Sam Querrey,37,0,Hard,2982,58,50,62,27,47,39,5
Sam Querrey,37,2013,All,576,60,48,61,27,45,34,0
Sam Querrey,37,2013,Clay,52,59,49,51,32,44,39,0
Sam Querrey,37,2013,Grass,98,64,47,75,26,41,21,0
Sam Querrey,37,2013,Hard,426,59,48,61,25,46,35,0
Sam Querrey,37,2012,All,705,58,50,63,27,46,38,1
Sam Querrey,37,2012,Clay,40,53,52,65,24,46,32,0
Sam Querrey,37,2012,Grass,149,62,50,64,27,43,34,0
Sam Querrey,37,2012,Hard,516,57,50,62,28,48,40,1
Sam Querrey,37,2011,All,249,60,51,64,29,48,31,0
Sam Querrey,37,2011,Clay,72,57,50,58,31,49,30,0
Sam Querrey,37,2011,Grass,29,67,59,71,29,49,20,0
Sam Querrey,37,2011,Hard,148,60,51,66,27,46,35,0
Sam Querrey,37,2010,All,709,61,50,67,27,48,40,4
Sam Querrey,37,2010,Clay,146,61,48,63,32,46,41,1
Sam Querrey,37,2010,Grass,151,65,55,69,24,49,38,1
Sam Querrey,37,2010,Hard,412,60,50,68,25,49,40,2
Sam Querrey,37,2009,All,739,60,52,60,27,48,39,1
Sam Querrey,37,2009,Clay,69,61,49,50,26,47,38,0
Sam Querrey,37,2009,Grass,194,63,54,70,25,51,34,0
Sam Querrey,37,2009,Hard,476,58,52,60,27,48,40,1
Sam Querrey,37,2008,All,523,59,49,63,28,48,39,1
Sam Querrey,37,2008,Clay,49,53,49,65,26,46,38,0
Sam Querrey,37,2008,Grass,49,63,44,70,23,51,33,0
Sam Querrey,37,2008,Hard,418,60,49,61,29,48,39,1
Sam Querrey,37,2007,All,509,57,48,60,27,44,39,0
Sam Querrey,37,2007,Clay,50,55,45,58,28,41,35,0
Sam Querrey,37,2007,Grass,29,55,47,56,21,47,20,0
Sam Querrey,37,2007,Hard,411,57,49,61,28,44,42,0
Sam Querrey,37,2006,All,194,57,50,61,27,44,39,0
Sam Querrey,37,2006,Clay,0,0,0,0,0,0,0,0
Sam Querrey,37,2006,Grass,19,63,33,67,35,54,45,0
Sam Querrey,37,2006,Hard,175,56,51,60,26,42,38,0
Jarkko Nieminen,38,0,All,1928,65,51,60,30,52,42,2
Jarkko Nieminen,38,0,Clay,349,67,50,60,34,52,44,0
Jarkko Nieminen,38,0,Grass,201,66,51,60,27,49,40,0
Jarkko Nieminen,38,0,Hard,1291,65,51,61,29,52,41,2
Jarkko Nieminen,38,2013,All,185,66,51,58,27,53,42,0
Jarkko Nieminen,38,2013,Clay,33,66,49,58,30,50,43,0
Jarkko Nieminen,38,2013,Grass,11,68,54,42,22,49,29,0
Jarkko Nieminen,38,2013,Hard,141,66,51,59,27,54,43,0
Jarkko Nieminen,38,2012,All,145,68,47,57,30,49,43,1
Jarkko Nieminen,38,2012,Clay,28,68,47,56,32,50,41,0
Jarkko Nieminen,38,2012,Grass,23,65,44,55,24,43,25,0
Jarkko Nieminen,38,2012,Hard,94,68,48,57,29,50,46,1
Jarkko Nieminen,38,2011,All,141,64,51,56,29,50,43,0
Jarkko Nieminen,38,2011,Clay,29,64,49,57,31,46,40,0
Jarkko Nieminen,38,2011,Grass,22,68,59,52,31,45,55,0
Jarkko Nieminen,38,2011,Hard,90,63,51,55,28,52,42,0
Jarkko Nieminen,38,2010,All,214,70,51,64,29,50,38,0
Jarkko Nieminen,38,2010,Clay,51,69,49,59,32,50,47,0
Jarkko Nieminen,38,2010,Grass,16,69,42,66,20,46,33,0
Jarkko Nieminen,38,2010,Hard,147,71,53,67,29,50,35,0
Jarkko Nieminen,38,2009,All,66,64,52,58,29,52,40,0
Jarkko Nieminen,38,2009,Clay,3,64,31,17,17,35,0,0
Jarkko Nieminen,38,2009,Grass,0,0,0,0,0,0,0,0
Jarkko Nieminen,38,2009,Hard,63,64,52,60,29,52,41,0
Jarkko Nieminen,38,2008,All,153,67,50,62,29,52,41,0
Jarkko Nieminen,38,2008,Clay,19,69,47,63,30,56,49,0
Jarkko Nieminen,38,2008,Grass,9,69,61,55,28,40,28,0
Jarkko Nieminen,38,2008,Hard,125,66,50,63,28,51,40,0
Jarkko Nieminen,38,2007,All,176,65,50,56,31,54,40,0
Jarkko Nieminen,38,2007,Clay,30,64,48,51,34,55,34,0
Jarkko Nieminen,38,2007,Grass,28,66,49,50,33,51,52,0
Jarkko Nieminen,38,2007,Hard,118,65,50,58,30,54,40,0
Jarkko Nieminen,38,2006,All,287,63,52,64,31,50,48,1
Jarkko Nieminen,38,2006,Clay,50,60,50,59,34,54,48,0
Jarkko Nieminen,38,2006,Grass,42,61,54,67,29,52,53,0
Jarkko Nieminen,38,2006,Hard,158,64,52,67,30,49,48,1
Jarkko Nieminen,38,2005,All,117,65,52,63,32,53,43,0
Jarkko Nieminen,38,2005,Clay,34,65,49,60,34,54,43,0
Jarkko Nieminen,38,2005,Grass,9,67,61,71,28,45,50,0
Jarkko Nieminen,38,2005,Hard,67,66,53,64,30,53,44,0
Jarkko Nieminen,38,2004,All,89,63,50,64,30,52,39,0
Jarkko Nieminen,38,2004,Clay,3,68,54,68,28,57,37,0
Jarkko Nieminen,38,2004,Grass,0,0,0,0,0,0,0,0
Jarkko Nieminen,38,2004,Hard,86,63,49,64,30,52,40,0
Jarkko Nieminen,38,2003,All,204,68,52,61,35,54,41,0
Jarkko Nieminen,38,2003,Clay,37,62,51,59,44,52,48,0
Jarkko Nieminen,38,2003,Grass,29,68,50,64,28,54,38,0
Jarkko Nieminen,38,2003,Hard,105,63,53,59,32,54,37,0
Jarkko Nieminen,38,2002,All,125,61,50,57,31,51,40,0
Jarkko Nieminen,38,2002,Clay,32,66,55,67,35,54,50,0
Jarkko Nieminen,38,2002,Grass,12,60,43,64,25,48,27,0
Jarkko Nieminen,38,2002,Hard,71,59,49,47,30,50,37,0
Jarkko Nieminen,38,2001,All,24,68,51,59,32,59,57,0
Jarkko Nieminen,38,2001,Clay,0,0,0,0,0,0,0,0
Jarkko Nieminen,38,2001,Grass,0,0,0,0,0,0,0,0
Jarkko Nieminen,38,2001,Hard,24,68,51,59,32,59,57,0
Jarkko Nieminen,38,2000,All,2,68,53,65,40,43,33,0
Jarkko Nieminen,38,2000,Clay,0,0,0,0,0,0,0,0
Jarkko Nieminen,38,2000,Grass,0,0,0,0,0,0,0,0
Jarkko Nieminen,38,2000,Hard,2,63,53,65,40,43,33,0
Marcel Granollers,39,0,All,1014,61,49,57,31,49,40,4
Marcel Granollers,39,0,Clay,375,62,49,57,34,49,42,3
Marcel Granollers,39,0,Grass,137,63,48,61,26,48,34,0
Marcel Granollers,39,0,Hard,502,59,50,56,28,50,39,1
Marcel Granollers,39,2013,All,194,61,51,56,29,53,43,1
Marcel Granollers,39,2013,Clay,76,62,51,53,33,53,45,1
Marcel Granollers,39,2013,Grass,11,72,37,69,23,51,40,0
Marcel Granollers,39,2013,Hard,107,60,52,58,26,52,41,0
Marcel Granollers,39,2012,All,186,62,46,56,32,47,35,0
Marcel Granollers,39,2012,Clay,46,65,45,55,35,48,36,0
Marcel Granollers,39,2012,Grass,22,64,44,60,27,45,41,0
Marcel Granollers,39,2012,Hard,118,59,48,57,30,47,33,0
Marcel Granollers,39,2011,All,142,62,50,54,32,49,42,2
Marcel Granollers,39,2011,Clay,50,65,49,56,37,49,47,1
Marcel Granollers,39,2011,Grass,2,60,44,67,16,31,0,0
Marcel Granollers,39,2011,Hard,90,59,51,52,28,50,38,1
Marcel Granollers,39,2010,All,178,61,48,57,32,51,43,0
Marcel Granollers,39,2010,Clay,68,63,50,57,35,47,39,0
Marcel Granollers,39,2010,Grass,41,60,50,60,27,51,48,0
Marcel Granollers,39,2010,Hard,69,58,46,56,30,55,48,0
Marcel Granollers,39,2009,All,163,59,48,57,32,47,40,0
Marcel Granollers,39,2009,Clay,59,59,48,57,34,46,43,0
Marcel Granollers,39,2009,Grass,43,62,49,70,25,53,37,0
Marcel Granollers,39,2009,Hard,61,58,49,57,30,48,36,0
Marcel Granollers,39,2008,All,131,58,51,63,30,46,41,1
Marcel Granollers,39,2008,Clay,65,59,50,67,33,50,45,1
Marcel Granollers,39,2008,Grass,9,65,56,52,32,45,25,0
Marcel Granollers,39,2008,Hard,57,55,51,56,22,41,41,0
Marcel Granollers,39,2007,All,7,65,50,50,33,48,44,0
Marcel Granollers,39,2007,Clay,7,65,50,50,33,48,44,0
Marcel Granollers,39,2007,Grass,0,0,0,0,0,0,0,0
Marcel Granollers,39,2007,Hard,0,0,0,0,0,0,0,0
Marcel Granollers,39,2006,All,13,57,47,50,34,49,26,0
Marcel Granollers,39,2006,Clay,4,53,46,36,43,47,42,0
Marcel Granollers,39,2006,Grass,9,59,48,64,28,51,13,0
Marcel Granollers,39,2006,Hard,0,0,0,0,0,0,0,0
Juan Monaco,40,0,All,1081,67,52,56,33,53,43,8
Juan Monaco,40,0,Clay,583,67,53,57,35,53,44,7
Juan Monaco,40,0,Grass,50,69,56,62,25,52,38,0
Juan Monaco,40,0,Hard,417,66,51,55,30,52,42,1
Juan Monaco,40,2013,All,88,70,53,54,32,55,43,1
Juan Monaco,40,2013,Clay,54,72,54,54,33,56,45,1
Juan Monaco,40,2013,Grass,17,68,59,62,29,59,37,0
Juan Monaco,40,2013,Hard,17,62,48,53,30,49,39,0
Juan Monaco,40,2012,All,95,68,53,58,34,53,43,4
Juan Monaco,40,2012,Clay,39,70,53,59,38,54,46,3
Juan Monaco,40,2012,Grass,10,66,53,50,24,52,48,0
Juan Monaco,40,2012,Hard,46,66,53,58,32,51,38,1
Juan Monaco,40,2011,All,102,66,52,58,34,51,42,0
Juan Monaco,40,2011,Clay,42,65,51,58,37,51,40,0
Juan Monaco,40,2011,Grass,6,76,64,56,28,45,67,0
Juan Monaco,40,2011,Hard,54,67,52,59,32,51,43,0
Juan Monaco,40,2010,All,157,65,52,59,35,50,42,0
Juan Monaco,40,2010,Clay,89,64,52,62,36,50,39,0
Juan Monaco,40,2010,Grass,0,0,0,0,0,0,0,0
Juan Monaco,40,2010,Hard,68,66,52,57,34,51,45,0
Juan Monaco,40,2009,All,113,69,53,56,34,53,44,0
Juan Monaco,40,2009,Clay,56,71,56,58,36,53,44,0
Juan Monaco,40,2009,Grass,13,68,49,82,20,44,18,0
Juan Monaco,40,2009,Hard,44,65,46,48,31,54,44,0
Juan Monaco,40,2008,All,124,66,51,53,31,54,41,0
Juan Monaco,40,2008,Clay,68,64,52,53,36,56,41,0
Juan Monaco,40,2008,Grass,0,0,0,0,0,0,0,0
Juan Monaco,40,2008,Hard,52,69,51,52,25,53,43,0
Juan Monaco,40,2007,All,191,66,56,60,32,54,48,3
Juan Monaco,40,2007,Clay,106,64,59,62,35,54,49,3
Juan Monaco,40,2007,Grass,0,76,65,50,19,59,18,0
Juan Monaco,40,2007,Hard,77,67,50,59,31,55,49,0
Juan Monaco,40,2006,All,76,65,53,55,31,52,38,0
Juan Monaco,40,2006,Clay,52,66,52,55,34,53,38,0
Juan Monaco,40,2006,Grass,0,0,0,0,0,0,0,0
Juan Monaco,40,2006,Hard,24,62,56,53,22,49,39,0
Juan Monaco,40,2005,All,83,66,51,56,30,49,42,0
Juan Monaco,40,2005,Clay,42,68,50,55,33,50,47,0
Juan Monaco,40,2005,Grass,4,65,53,70,18,45,33,0
Juan Monaco,40,2005,Hard,20,66,51,49,27,47,31,0
Juan Monaco,40,2004,All,52,67,48,50,35,54,48,0
Juan Monaco,40,2004,Clay,35,67,48,49,37,53,49,0
Juan Monaco,40,2004,Grass,0,0,0,0,0,0,0,0
Juan Monaco,40,2004,Hard,15,68,50,51,28,54,45,0
